user_id,account_balance,is_active,customer_uuid,signup_date,profile_text,first_name,email_address,personal_website,contact_number,order_status,rating,currency_code,postal_code,country,state,city,notes
145,4776.73,True,sdv-id-eNzdrY,2023-07-08 01:50:36,New user exploring features,Justin,sarah55@example.net,https://www.warren-mcdonald.com/,+1-609-982-7671,processing,4,JPY,69630,,Missouri,Rittermouth,Preferred contact time: mornings
167,9994.2,True,sdv-id-LNEunL,2024-08-10 11:40:42,Active community member,Paul,lsullivan@example.com,https://www.diana34.com,+1-490-207-7098,processing,3,GBP,43501,Marshall Islands,,Port April,Follow up on recent inquiry
129,6609.49,False,sdv-id-SPybzp,2024-12-03 11:37:29,"Long-term subscriber, rarely contacts support",Kevin,dawnmartinez@example.com,https://www.jack67.com,+1-928-557-3593,pending,4,GBP,70445,Northern Mariana Islands,North Dakota,West Susanburgh,
117,9510.03,True,sdv-id-WjPzfr,2023-06-01 04:15:13,New user exploring features,Jason,christinahenry@example.org,https://www.diana34.com,+1-493-865-9570,pending,4,AUD,71317,Kiribati,Wisconsin,West Jeffreychester,Interested in new features
158,6190.32,True,sdv-id-FICXGl,2023-03-06 11:08:45,Interested in new product releases,Dennis,kimberly32@example.org,https://www.diana34.com,+1-481-778-0017,processing,4,AUD,57172,,Washington,Port Cheyenne,Follow up on recent inquiry
162,5989.74,False,sdv-id-YNJSau,2025-02-27 17:33:18,"Long-term subscriber, rarely contacts support",Elizabeth,jillthomas@example.org,,+1-959-726-2926,completed,5,USD,51773,Niue,Oregon,Rogersview,
162,8525.88,True,sdv-id-iaOhQI,2025-03-13 11:46:15,"Long-term subscriber, rarely contacts support",John,mark05@example.org,https://www.jack67.com,+1-241-639-5182,completed,4,GBP,64273,Isle of Man,Massachusetts,,"VIP customer, provide priority support"
153,7228.21,True,sdv-id-KdPTnr,2024-01-22 01:01:28,"Feedback provider, helps improve services",Tara,paul63@example.com,http://williams-floyd.com/,+1-724-937-4571,pending,3,AUD,80663,Zimbabwe,Wisconsin,New Rickberg,"VIP customer, provide priority support"
169,5984.54,True,sdv-id-GQkrAH,2025-01-21 06:44:56,"Long-term subscriber, rarely contacts support",Christopher,molly69@example.com,https://www.bob78.com,+1-188-324-2434,pending,4,GBP,,,Massachusetts,North Sarahshire,Follow up on recent inquiry
116,1413.53,False,sdv-id-DdqzDo,2024-03-06 09:25:49,"Feedback provider, helps improve services",Kelly,alexanderjared@example.org,https://www.karen89.com,+1-754-081-9646,processing,4,USD,97702,,Alaska,West Desireeton,Follow up on recent inquiry
165,7619.71,False,sdv-id-APMSyY,2024-04-30 03:44:27,"Long-term subscriber, rarely contacts support",Patricia,vpeterson@example.net,http://alvarez.com/,+1-674-541-3542,cancelled,3,JPY,33644,,Arkansas,New Billy,
166,1312.06,True,sdv-id-ATpafm,2024-12-14 22:33:26,,Tiffany,milleraustin@example.com,http://thompson.com/,+1-599-229-1899,cancelled,5,USD,,Tuvalu,Texas,Hopkinstown,
163,4850.75,True,sdv-id-txhTvd,2024-06-09 18:24:24,"Feedback provider, helps improve services",Anthony,michael32@example.com,,+1-856-383-5127,processing,5,GBP,84974,Kuwait,Nebraska,Jenniferhaven,"VIP customer, provide priority support"
162,3189.89,False,sdv-id-ulGfhv,2023-04-29 02:01:46,"Feedback provider, helps improve services",Anthony,kristinafuller@example.net,https://www.ivy45.com,+1-583-202-2675,shipped,5,USD,,Afghanistan,Maryland,Carrieland,
148,4466.93,False,sdv-id-tTlMIn,2024-09-17 06:48:52,Loyal customer with frequent purchases,Cody,garrettlauren@example.org,https://www.caldwell.com/,+1-302-940-1366,shipped,5,USD,63482,Antarctica (the territory South of 60 deg S),Alabama,North Calvinmouth,"VIP customer, provide priority support"
114,6171.15,False,sdv-id-mPNIib,2024-01-30 08:04:49,Active community member,Brian,obennett@example.org,,+1-574-395-3939,cancelled,3,JPY,25990,Chad,Washington,Stacyton,No specific preferences
152,6719.66,False,sdv-id-OXIyon,2024-03-15 13:23:55,"Long-term subscriber, rarely contacts support",Jeanne,johnsoneric@example.net,http://www.johnston-green.com/,+1-183-072-5495,completed,5,USD,13205,,Texas,Keithmouth,
162,6298.41,True,sdv-id-UBGmBI,2024-05-04 08:23:46,Loyal customer with frequent purchases,Crystal,iferguson@example.com,https://www.diana34.com,+1-820-772-5910,shipped,3,GBP,45536,Belarus,West Virginia,Pinedaport,Has expressed interest in premium plan
149,9257.5,True,sdv-id-TzdqsN,2023-02-26 06:46:49,Loyal customer with frequent purchases,Christina,michaeljones@example.net,http://www.ramirez-villanueva.com/,+1-169-436-4319,pending,4,AUD,56896,Christmas Island,Arizona,South Janet,Customer since 2023
185,7122.85,False,sdv-id-NEbFwN,2023-05-08 09:47:33,Loyal customer with frequent purchases,Tammy,richardsimmons@example.net,https://mitchell.org/,+1-810-376-6311,processing,3,USD,24628,,Nebraska,,No specific preferences
149,243.39,True,sdv-id-UiSHSA,2022-09-18 06:14:34,Active community member,Margaret,kellyenglish@example.net,https://simmons-harper.com/,+1-259-273-3298,processing,3,GBP,03947,,,Susanfurt,
135,8306.33,True,sdv-id-HjVgDu,2022-07-22 07:21:12,Active community member,Andrew,amanda97@example.org,https://alice.com,+1-357-819-0672,shipped,5,JPY,48548,Christmas Island,Florida,Williamshire,"VIP customer, provide priority support"
148,9588.64,False,sdv-id-fNDrMK,2024-01-05 19:38:15,"Long-term subscriber, rarely contacts support",Matthew,victoriayoung@example.net,https://www.jack67.com,+1-254-870-6192,cancelled,4,EUR,80393,Mozambique,Missouri,,
172,1924.68,False,sdv-id-KbnUiU,2024-03-21 12:54:38,"Long-term subscriber, rarely contacts support",Jacqueline,meganreed@example.net,https://watson.com/,+1-812-925-5549,pending,5,CAD,11024,Chad,Delaware,East Vincent,No specific preferences
188,2171.14,False,sdv-id-cYXYyp,2025-01-26 05:35:54,Active community member,Tamara,williamsonjonathan@example.net,http://chandler.com/,+1-660-608-9592,shipped,3,AUD,43921,Malaysia,Colorado,Lake Jamesfurt,Follow up on recent inquiry
103,8041.3,True,sdv-id-eoXFnT,2022-09-14 18:19:58,Interested in new product releases,Ronald,brittneywhite@example.com,https://www.ivy45.com,+1-320-550-6973,completed,4,USD,53556,Qatar,Connecticut,Timothyton,"VIP customer, provide priority support"
140,543.91,False,sdv-id-LjLJvr,2024-11-03 15:41:27,,Martha,lanechad@example.com,https://hart.com/,+1-806-845-6887,cancelled,5,GBP,70096,Hong Kong,Kentucky,Patriciafort,Preferred contact time: mornings
135,911.79,True,sdv-id-jdzzBN,2022-07-26 18:13:00,"Feedback provider, helps improve services",Laura,kruegersheila@example.org,,+1-058-687-0769,completed,3,GBP,73032,,Pennsylvania,South Seanview,
176,924.07,False,sdv-id-kwfruS,2025-05-14 11:56:37,"Feedback provider, helps improve services",Alicia,jessica20@example.org,https://www.karen89.com,+1-941-410-7552,shipped,5,AUD,58309,,South Dakota,Howardfort,Preferred contact time: mornings
173,5093.86,True,sdv-id-fVFHkg,2024-03-23 09:06:08,Active community member,Karen,dross@example.com,https://www.bob78.com,+1-320-603-8354,completed,4,EUR,81214,,New Hampshire,,
198,6567.57,True,sdv-id-ESvEwk,2023-05-17 00:49:31,Active community member,Teresa,lsmith@example.net,https://www.ivy45.com,+1-694-871-6632,cancelled,4,AUD,93847,,,,
161,4433.83,True,sdv-id-mwxhQf,2025-05-15 12:56:19,Loyal customer with frequent purchases,Tyler,paulsandoval@example.com,http://www.walker.com/,+1-529-375-3148,shipped,4,EUR,95937,Vanuatu,Connecticut,Sabrinaland,No specific preferences
162,2300.5,False,sdv-id-EWqpIe,2023-07-24 18:47:48,New user exploring features,Bridget,rebeccathornton@example.com,http://dixon.com/,+1-002-434-7040,shipped,4,GBP,63841,Turks and Caicos Islands,Indiana,East Helenton,Follow up on recent inquiry
118,7085.97,True,sdv-id-Mnchnz,2024-06-18 19:54:25,"Long-term subscriber, rarely contacts support",Adam,dyerkylie@example.net,https://www.norris-griffin.org/,+1-295-028-2281,completed,3,CAD,43402,,Delaware,North Kathrynview,"VIP customer, provide priority support"
