user_id,account_balance,is_active,customer_uuid,signup_date,profile_text,first_name,email_address,personal_website,contact_number,order_status,rating,currency_code,postal_code,country,state,city,notes
128,1451.88,True,sdv-id-EdaXEm,2023-07-10 00:21:00,"Long-term subscriber, rarely contacts support",Jill,callahanlisa@example.net,http://hendricks-hernandez.com/,9515175771,pending,3,GBP,54815,Australia,Kansas,Anthonymouth,Customer since 2023
127,4919.54,False,sdv-id-tqNmpC,2023-11-04 18:51:22,Active community member,Megan,flynch@example.com,https://www.smith.com/,351.462.1334x320,completed,4,JPY,66296,Canada,Minnesota,Jessicaport,Has expressed interest in premium plan
124,9426.59,True,sdv-id-Ggdwbq,2023-09-24 06:05:34,Loyal customer with frequent purchases,Erin,paigemoore@example.com,http://www.fisher-lowery.com/,336-507-1569,cancelled,3,AUD,43873,Australia,Oregon,Lake Danielle,Has expressed interest in premium plan
125,9305.51,False,sdv-id-umHzVn,2023-10-23 07:39:33,"Feedback provider, helps improve services",Michael,aleckennedy@example.org,https://www.rogers.info/,531-921-8508,pending,3,AUD,60284,United Kingdom,Texas,Cowanhaven,Has expressed interest in premium plan
127,6607.83,True,sdv-id-urIaRK,2023-01-29 21:25:38,New user exploring features,Gina,chelsea46@example.org,https://www.coleman-stone.com/,(281)760-9959x360,shipped,4,USD,34957,Australia,New Mexico,Port Michael,Follow up on recent inquiry
125,2729.9,True,sdv-id-WgZgaa,2023-03-13 15:10:57,"Feedback provider, helps improve services",Matthew,ehernandez@example.org,https://cabrera-johnson.com/,606.887.1306x2895,pending,5,USD,88812,Germany,Rhode Island,East Debbie,Interested in new features
134,1635.82,False,sdv-id-gMiPXR,2022-08-19 02:07:13,Loyal customer with frequent purchases,Denise,jennifersuarez@example.net,http://barker-ford.biz/,833.497.1643,processing,3,EUR,68873,Japan,Illinois,West Heather,Customer since 2023
127,7527.46,True,sdv-id-VrGcae,2024-01-08 05:33:03,Interested in new product releases,David,johnsonchristina@example.org,https://myers-barajas.com/,+1-458-394-5495x2260,pending,3,USD,18575,Canada,Ohio,East Jeffreyton,Interested in new features
131,1789.38,False,sdv-id-HoUvpw,2022-10-04 13:02:31,Loyal customer with frequent purchases,Michael,dperez@example.com,http://www.anderson-johnson.org/,(455)362-7489,pending,5,JPY,39845,Australia,Hawaii,West Andrew,Has expressed interest in premium plan
133,1264.69,False,sdv-id-lIFZqc,2023-03-01 11:09:00,New user exploring features,Marcia,isabella88@example.com,https://www.lyons.com/,478-894-9396x347,completed,5,AUD,10059,Germany,Connecticut,South Jamesborough,Interested in new features
130,6710.1,False,sdv-id-kTxbxR,2023-05-04 07:08:43,Active community member,Louis,jweeks@example.net,http://www.jones.com/,208-694-5305,pending,4,GBP,52144,United States,Connecticut,Carolview,No specific preferences
126,4239.59,True,sdv-id-KBCmfc,2022-10-16 17:17:18,"Long-term subscriber, rarely contacts support",Aaron,steelejohn@example.org,https://www.jensen.com/,413-990-9958,pending,5,CAD,91062,Australia,Indiana,Lindaview,Interested in new features
123,9268.78,False,sdv-id-rZQWcy,2023-11-10 16:50:29,Loyal customer with frequent purchases,Charlene,huntralph@example.org,https://www.king-johnson.com/,(288)962-1173,cancelled,4,USD,53664,Germany,Missouri,Ruizburgh,No specific preferences
136,2792.3,True,sdv-id-MulhmM,2023-06-10 13:41:19,Active community member,Tony,patriciafitzgerald@example.net,http://adams.com/,420-864-0844x79092,cancelled,4,EUR,83160,United States,Maryland,South Katieland,Follow up on recent inquiry
132,7396.03,False,sdv-id-PnnJOY,2024-01-23 15:17:58,Active community member,Joseph,ajones@example.org,http://www.yang.com/,8463309837,completed,4,EUR,73950,Germany,Rhode Island,West Dustinmouth,Interested in new features
124,4618.18,False,sdv-id-KPCwKB,2022-08-04 14:00:10,Interested in new product releases,Peter,melissaglover@example.net,http://www.miranda.biz/,+1-249-937-9988x85393,shipped,4,CAD,92029,United Kingdom,New Jersey,New Maryton,No specific preferences
125,2774.87,False,sdv-id-fpYbjd,2023-09-18 20:33:25,Active community member,James,stacysmith@example.net,https://www.johnson.com/,+1-545-346-8714x191,processing,5,USD,58077,United Kingdom,Idaho,Lake Vicki,Interested in new features
135,6922.35,False,sdv-id-VUICUF,2024-01-01 01:23:26,Interested in new product releases,Samuel,emily08@example.com,https://gill.biz/,(648)276-9927x070,processing,4,CAD,20054,Canada,Kentucky,New Samanthashire,No specific preferences
129,5498.34,True,sdv-id-HzdAXr,2022-08-03 08:49:42,Interested in new product releases,Jill,gonzaleztravis@example.org,http://www.maddox.com/,492-905-9241x00443,cancelled,5,JPY,26202,Germany,Vermont,Lake Steven,Follow up on recent inquiry
129,9754.46,True,sdv-id-mxcGRn,2024-01-13 21:22:18,"Long-term subscriber, rarely contacts support",Kyle,matthewpitts@example.com,http://holloway.net/,(997)646-2833,processing,3,JPY,13250,Germany,Virginia,North David,"VIP customer, provide priority support"
123,7942.84,False,sdv-id-wlDIvI,2022-06-25 23:33:15,Interested in new product releases,Megan,mossheather@example.com,http://jones.com/,2249800612,shipped,3,GBP,65404,Japan,Maine,North Ariana,Customer since 2023
130,9227.55,True,sdv-id-hlZYzY,2024-01-09 04:08:43,"Long-term subscriber, rarely contacts support",Amber,zfranco@example.org,https://www.hines.net/,(872)262-2277x7863,pending,5,EUR,81293,Germany,North Carolina,Jacobborough,Preferred contact time: mornings
123,9954.98,True,sdv-id-YHwUGI,2023-04-24 03:12:59,Active community member,Darryl,hansenjenna@example.com,http://owens.com/,001-914-593-1518x282,completed,3,EUR,20547,Canada,Alabama,South Jesus,"VIP customer, provide priority support"
134,4486.09,True,sdv-id-qoNyPG,2023-02-13 14:45:05,"Feedback provider, helps improve services",Carolyn,jennifer14@example.com,http://www.williamson.info/,869-605-4213x2294,completed,4,EUR,12714,Japan,Mississippi,Rhondafurt,Follow up on recent inquiry
131,9609.85,False,sdv-id-pOdiep,2022-06-08 16:08:34,New user exploring features,Molly,scott09@example.net,https://lowery.com/,583-354-3826,cancelled,4,USD,07506,Canada,New Mexico,East Jennifer,No specific preferences
126,8326.32,True,sdv-id-cKVkCp,2023-11-07 11:07:12,Active community member,Kathleen,johnbaird@example.net,https://harris-rhodes.com/,(509)610-7601x87623,processing,3,USD,60870,Canada,Delaware,Johnsonfort,Has expressed interest in premium plan
124,9900.18,False,sdv-id-QvxtsR,2022-06-24 18:07:12,New user exploring features,Michele,xclark@example.com,https://edwards-poole.info/,960.430.9916x98003,cancelled,3,AUD,16407,Australia,Montana,North Carrie,No specific preferences
126,8607.97,False,sdv-id-YclqLp,2023-03-19 12:26:33,Loyal customer with frequent purchases,Jose,abigail83@example.net,http://gonzalez.org/,255-446-4797,cancelled,5,USD,47410,Australia,Wyoming,Wilkersonfurt,Interested in new features
125,3241.94,False,sdv-id-qWgrLG,2022-11-16 09:12:14,Active community member,Adam,jonesnicholas@example.org,http://www.cobb-collins.com/,+1-265-450-0083,processing,5,EUR,99231,Canada,Pennsylvania,West Ryan,Follow up on recent inquiry
133,6455.11,False,sdv-id-lpxWGM,2024-01-22 14:04:39,Loyal customer with frequent purchases,Russell,lporter@example.net,http://smith-turner.com/,+1-465-992-4924x131,cancelled,3,EUR,68043,Australia,Vermont,West Brandonchester,No specific preferences
126,9520.23,True,sdv-id-SONurQ,2023-11-20 18:46:10,Interested in new product releases,Michelle,stephanieacosta@example.org,http://morgan.net/,722.331.8547,shipped,3,JPY,00333,Japan,New York,Johnsonland,Follow up on recent inquiry
136,7309.41,True,sdv-id-RqXJTn,2024-02-05 00:01:35,"Feedback provider, helps improve services",Rebekah,lawrencebrian@example.net,http://www.griffith.com/,764-738-9772x96368,cancelled,5,CAD,12475,Japan,Kentucky,Christopherville,"VIP customer, provide priority support"
128,9960.84,True,sdv-id-ctFyfh,2023-09-21 19:59:27,Interested in new product releases,Cory,lindsayhurley@example.com,https://www.ayers.biz/,295.459.3999x68199,cancelled,4,USD,90885,United States,Pennsylvania,Johnsonville,Has expressed interest in premium plan
132,6521.7,False,sdv-id-XuIyJn,2022-10-24 00:33:11,"Long-term subscriber, rarely contacts support",Martha,dawn26@example.net,http://hull-cordova.com/,001-912-731-9682,cancelled,5,USD,52515,United Kingdom,Florida,West Daleshire,"VIP customer, provide priority support"
129,8357.27,True,sdv-id-qFlOSJ,2023-09-06 09:21:52,Loyal customer with frequent purchases,Victor,zachary14@example.org,http://www.marshall.net/,583-694-1641,processing,4,JPY,61889,United States,New Mexico,West Charles,Interested in new features
123,6389.64,False,sdv-id-AdztEt,2023-11-26 12:47:26,Loyal customer with frequent purchases,Natalie,philliprodriguez@example.net,http://bennett-rodriguez.com/,880-728-7978x25775,completed,5,USD,68685,Japan,Montana,Scottburgh,Preferred contact time: mornings
131,4409.92,True,sdv-id-nQlmhe,2022-12-28 11:18:21,"Feedback provider, helps improve services",Margaret,eabbott@example.net,https://smith.com/,639-418-6883,processing,5,EUR,37069,United States,Massachusetts,Rebeccaside,Follow up on recent inquiry
128,3274.58,True,sdv-id-AljiKm,2023-04-06 05:17:03,Loyal customer with frequent purchases,Scott,drewsweeney@example.net,http://www.dean.com/,+1-403-240-2920x38948,completed,3,USD,08660,Canada,Alabama,Vincentton,Interested in new features
136,4667.19,False,sdv-id-OVtWUU,2023-06-26 18:44:15,"Feedback provider, helps improve services",Shannon,tammy22@example.org,https://www.marquez.biz/,874-747-2929,shipped,5,EUR,21759,Australia,Hawaii,West James,Has expressed interest in premium plan
131,5699.86,True,sdv-id-Nugjwc,2022-08-04 22:01:54,"Feedback provider, helps improve services",Christina,michelle75@example.com,https://berry.com/,001-770-537-7424x624,completed,5,AUD,39914,Germany,Georgia,New Katherine,Follow up on recent inquiry
131,2297.3,True,sdv-id-geWqVx,2023-09-25 17:51:23,Interested in new product releases,Christina,michael13@example.org,http://www.mayer.org/,+1-679-962-4374x721,pending,3,JPY,05811,United Kingdom,New Mexico,Jenniferhaven,Interested in new features
136,5410.21,False,sdv-id-bOUQTz,2023-07-13 20:07:49,"Feedback provider, helps improve services",Autumn,tonyhowell@example.org,https://www.ruiz.com/,001-755-546-6460x9089,processing,3,GBP,15451,Canada,Delaware,New Davidside,Has expressed interest in premium plan
129,5384.82,True,sdv-id-WyDebH,2023-11-01 07:11:00,Loyal customer with frequent purchases,Andrew,huntbarbara@example.com,https://www.hanson-henry.com/,436-592-0708,cancelled,5,CAD,13979,United Kingdom,Kansas,Port Mallory,Has expressed interest in premium plan
136,2899.7,False,sdv-id-kTGHzQ,2023-07-28 22:37:41,Interested in new product releases,Stephanie,rochamelissa@example.net,http://www.burns.biz/,+1-724-910-0602x168,shipped,4,GBP,73803,Canada,Hawaii,Alexisshire,Has expressed interest in premium plan
135,7810.7,False,sdv-id-ExkZxZ,2023-05-09 16:20:20,Interested in new product releases,Zachary,stephensjessica@example.org,https://www.fischer.com/,884-745-3348x116,completed,5,EUR,13111,United Kingdom,North Dakota,Lake Courtneyshire,Customer since 2023
127,2653.57,True,sdv-id-txWHdK,2022-12-25 12:17:24,Interested in new product releases,Carmen,lauren53@example.org,https://nguyen-martinez.net/,621.312.6809x40154,completed,4,GBP,91375,United Kingdom,Utah,North Andrewstad,No specific preferences
128,4066.26,False,sdv-id-xvKUyV,2023-01-19 18:46:55,"Feedback provider, helps improve services",Patricia,tasha58@example.com,https://www.gonzalez.com/,286.850.7682x105,pending,4,USD,28714,Australia,Utah,Jenningsborough,"VIP customer, provide priority support"
132,2690.38,False,sdv-id-GxwVoY,2024-02-17 15:22:19,"Long-term subscriber, rarely contacts support",Erica,judy72@example.org,http://boyer.com/,+1-280-621-8518x03383,completed,4,CAD,64079,United States,Wisconsin,Sullivanfurt,Interested in new features
133,2715.76,True,sdv-id-DNhxPy,2024-02-12 13:48:46,"Feedback provider, helps improve services",Justin,jameskendra@example.org,http://graves-short.org/,935-711-7929x61311,processing,4,JPY,22640,Australia,Missouri,South Pamelaberg,No specific preferences
126,2203.11,True,sdv-id-NIwxyu,2023-10-03 00:08:27,"Long-term subscriber, rarely contacts support",Daniel,michelle39@example.org,https://www.harris.org/,357.330.6149x3338,shipped,5,AUD,36692,Japan,Nebraska,West Joshua,"VIP customer, provide priority support"
136,4297.84,False,sdv-id-eMJVyo,2022-07-19 23:41:05,"Feedback provider, helps improve services",Andrew,jacquelinemercado@example.net,http://www.wilson.com/,939.283.4146x264,pending,4,EUR,12650,Canada,Arizona,Cantuview,Has expressed interest in premium plan
131,7123.28,True,sdv-id-mpOOoo,2023-05-29 04:45:41,Interested in new product releases,Angela,kwatson@example.net,http://www.miller.com/,001-596-985-0519x0337,pending,4,GBP,79601,United States,Pennsylvania,Nicholsonstad,Has expressed interest in premium plan
135,3309.69,True,sdv-id-vggEqJ,2023-12-05 00:35:03,Interested in new product releases,Oscar,mosskirsten@example.com,http://www.juarez.info/,001-295-966-2437x9156,completed,3,AUD,39751,Germany,Kentucky,Mcdonaldport,Interested in new features
135,6509.14,False,sdv-id-LtWayc,2023-07-22 16:24:25,Active community member,Robert,samuel31@example.net,http://palmer.com/,656-483-1778,pending,3,CAD,27186,United States,Nevada,New Victorburgh,"VIP customer, provide priority support"
126,8586.46,False,sdv-id-LzrMjU,2023-01-30 07:00:12,"Feedback provider, helps improve services",Tim,frankmarisa@example.com,https://moody.org/,619-956-7665x217,pending,4,AUD,55420,United States,North Carolina,New Kimberly,Customer since 2023
129,7084.07,True,sdv-id-yiiFDG,2022-10-16 00:44:12,"Long-term subscriber, rarely contacts support",Jessica,xbarr@example.net,http://powers-ross.com/,+1-303-692-4614,cancelled,4,AUD,66715,Japan,Missouri,West Melissa,Preferred contact time: mornings
134,2081.94,True,sdv-id-wxZyyn,2022-11-07 18:25:51,New user exploring features,Heather,bcarlson@example.com,https://www.mullins.com/,901.419.0210x8363,cancelled,5,GBP,28273,Germany,West Virginia,Aliciatown,No specific preferences
124,3646.39,False,sdv-id-XBIJxl,2023-07-05 11:46:21,Loyal customer with frequent purchases,Christopher,brett06@example.net,http://www.cooper.com/,3885386123,pending,4,GBP,16441,Japan,Ohio,Richardsonland,Has expressed interest in premium plan
135,1644.12,True,sdv-id-BesZhs,2023-10-20 14:40:59,"Long-term subscriber, rarely contacts support",Charles,robert42@example.org,https://fischer-dodson.com/,+1-326-765-2699x8935,completed,3,CAD,57054,United Kingdom,West Virginia,East Sarahshire,No specific preferences
133,2493.65,True,sdv-id-lDuTUF,2023-12-10 04:35:01,"Long-term subscriber, rarely contacts support",Matthew,gevans@example.com,https://rice.com/,923-533-4361x14049,cancelled,4,JPY,13308,Canada,Pennsylvania,Port Nicholas,Customer since 2023
124,6363.34,True,sdv-id-SySTtg,2024-02-03 17:32:06,"Long-term subscriber, rarely contacts support",Erin,lesliestafford@example.org,https://washington.com/,268-870-8395x34632,completed,4,EUR,81117,United Kingdom,Colorado,Port Austinton,Customer since 2023
124,3038.06,False,sdv-id-mcJbqp,2022-12-02 12:52:08,"Long-term subscriber, rarely contacts support",Scott,wramirez@example.org,https://montes.biz/,273-398-7209x2242,processing,5,USD,37162,Canada,Minnesota,Simmonsbury,Customer since 2023
126,1792.48,True,sdv-id-fyuYkw,2023-05-12 15:28:14,"Long-term subscriber, rarely contacts support",Theresa,bonillafelicia@example.net,https://www.hensley.com/,001-756-344-3388,processing,3,JPY,07076,Canada,Nevada,Lake Michellemouth,Interested in new features
123,7587.64,True,sdv-id-XFyyzX,2023-04-09 04:38:23,"Feedback provider, helps improve services",Kevin,davidrich@example.com,https://gibson.com/,(355)355-2324x42900,processing,4,CAD,73786,Germany,North Carolina,Vincentbury,No specific preferences
134,1473.42,False,sdv-id-nInknq,2023-02-05 04:05:38,Loyal customer with frequent purchases,Michael,tylersmith@example.com,http://palmer.org/,(638)386-7162,completed,5,USD,23989,Canada,Alabama,North Matthew,Has expressed interest in premium plan
130,1084.29,False,sdv-id-NmpPHS,2022-05-24 10:22:41,"Feedback provider, helps improve services",Tyler,scervantes@example.com,http://brown.com/,+1-752-357-6045x579,completed,4,AUD,42663,Germany,Idaho,Tammymouth,Has expressed interest in premium plan
123,8191.54,True,sdv-id-QjdIVk,2024-01-10 03:55:07,Active community member,Wesley,mark42@example.org,https://potts.net/,(568)486-2456x787,shipped,4,CAD,66380,Canada,Maryland,Pittmanfort,Follow up on recent inquiry
135,5459.83,True,sdv-id-XSIUCj,2023-02-15 00:11:53,Interested in new product releases,Laura,ubrown@example.org,http://www.mosley.biz/,726.605.4835,processing,4,EUR,64326,Canada,Arizona,Danielland,"VIP customer, provide priority support"
123,4470.72,False,sdv-id-yQeofr,2022-07-22 18:59:53,New user exploring features,Lauren,levinealexandra@example.net,http://peterson-hines.org/,001-682-622-0991x9288,completed,4,USD,57170,Japan,New Mexico,Gonzalezfort,Follow up on recent inquiry
127,2975.28,True,sdv-id-NDLKnn,2022-05-18 08:39:10,Active community member,Jennifer,michael07@example.net,https://www.brown.net/,001-409-318-7675,shipped,5,USD,56591,Canada,New Mexico,South Eric,"VIP customer, provide priority support"
127,5586.52,False,sdv-id-GgePWt,2023-08-02 18:03:53,Loyal customer with frequent purchases,Matthew,tjohnson@example.org,http://sexton.biz/,770-436-0254,shipped,4,GBP,92057,United States,North Dakota,Williamston,Has expressed interest in premium plan
124,8566.45,False,sdv-id-YDJEfp,2022-06-07 21:15:44,Loyal customer with frequent purchases,Robert,larrymiller@example.org,https://olsen.com/,001-814-329-4062x54208,cancelled,4,CAD,34561,United States,Massachusetts,Mannshire,Preferred contact time: mornings
136,2880.97,True,sdv-id-SnvpJX,2022-07-04 11:59:06,Active community member,Wanda,erikadavis@example.org,https://www.white.com/,(633)939-6861x33923,processing,3,JPY,53830,Japan,North Dakota,Scottside,"VIP customer, provide priority support"
135,9550.58,False,sdv-id-cESvuS,2023-09-18 02:26:02,New user exploring features,Paul,christopher09@example.org,http://www.lopez-smith.info/,001-359-775-1611x517,processing,5,CAD,83104,Japan,New York,East Victor,Follow up on recent inquiry
125,8154.72,False,sdv-id-iFqAZw,2024-01-02 20:53:14,New user exploring features,William,rcampbell@example.org,https://boone.com/,428-477-3210,cancelled,4,EUR,95902,Germany,North Carolina,New Elizabeth,"VIP customer, provide priority support"
130,8276.63,True,sdv-id-eWvyOc,2023-04-24 10:58:25,Loyal customer with frequent purchases,Michael,lisajones@example.com,http://www.west.com/,933-873-4955x8373,pending,5,AUD,46334,United States,West Virginia,Darrylview,"VIP customer, provide priority support"
135,8257.69,True,sdv-id-OUAayZ,2023-12-07 17:22:34,Loyal customer with frequent purchases,Russell,hooddonna@example.com,https://www.brown.com/,001-354-821-9793,processing,5,GBP,87337,Japan,Mississippi,Meganhaven,Customer since 2023
127,2937.49,True,sdv-id-uhnpoe,2023-11-19 20:56:49,"Feedback provider, helps improve services",Jerry,adam67@example.org,https://www.potter-miller.com/,283-780-1588x7391,completed,4,AUD,31922,Australia,Florida,Amymouth,No specific preferences
123,1878.38,True,sdv-id-QmZRJm,2024-01-29 10:08:57,"Feedback provider, helps improve services",Matthew,margaret51@example.net,https://carson.com/,7828510197,shipped,4,USD,24366,United States,Kentucky,Abigailborough,Follow up on recent inquiry
125,1743.35,False,sdv-id-QKwNwf,2022-06-04 23:55:42,Active community member,Barbara,bbanks@example.net,https://www.brown.com/,2218748402,processing,3,AUD,80236,United Kingdom,Indiana,Rhodesshire,No specific preferences
123,1261.92,False,sdv-id-XFiZdZ,2023-11-11 08:54:45,Loyal customer with frequent purchases,Tiffany,tanya05@example.net,https://anthony.net/,+1-521-598-9761x8067,completed,4,CAD,79626,United States,Montana,Heatherchester,Customer since 2023
127,3750.01,True,sdv-id-zCjEnd,2023-04-14 18:29:24,New user exploring features,John,linda36@example.org,http://watkins.com/,(698)224-2297,completed,3,AUD,82616,United States,New Jersey,West Victor,Customer since 2023
135,3101.22,False,sdv-id-XZZrBJ,2023-06-15 04:21:53,"Feedback provider, helps improve services",Edwin,phelpsbarbara@example.com,http://www.michael-cohen.com/,(889)264-7596,processing,5,JPY,74037,Germany,Wyoming,New Sarah,Preferred contact time: mornings
